ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2016/05/05 18:23:45"
"Settings=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Margreet\Block setttings\3x8-22x18 HMO 3rd-3.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Anthony\05_04_2016\10087926_gain 400.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/#2)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=45, 0"
"JpegOrigin=45, 715"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4000B [86761]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=3.32"
"Filters=<Empty>"
"ScanRegion=9,0,4400,14300"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/#2)"	"Ratio of Means (635/#2)"	"Median of Ratios (635/#2)"	"Mean of Ratios (635/#2)"	"Ratios SD (635/#2)"	"Rgn Ratio (635/#2)"	"Rgn R2 (635/#2)"	"Log Ratio (635/#2)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/#2)"	"Sum of Means (635/#2)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	3	4	14	""	""	17145	4495	200	42	44	17	38	42	42	43	15	34	4	1	0	55913	0.067	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3908	100	1030
0	0	0	3	5	14	""	""	17405	4495	200	44	45	9	20	42	42	43	15	34	7	1	0	57093	0.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3908	100	1031
0	0	0	3	6	14	""	""	17665	4495	200	46	48	14	29	45	45	52	106	203	0	0	0	60937	-0.038	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	1032
0	0	0	3	7	14	""	""	17925	4495	200	48	49	16	32	46	46	54	106	196	0	0	0	62851	-0.047	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	4149	100	1033
0	0	0	3	8	14	""	""	18215	4500	200	46	46	8	17	45	45	50	110	220	0	0	0	58490	-0.036	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3883	100	1034
0	0	0	3	9	14	""	""	18445	4495	200	45	46	13	28	44	44	45	14	31	6	1	0	58574	0.071	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3639	100	1035
0	0	0	3	10	14	""	""	18705	4495	200	43	45	17	37	43	43	43	8	18	14	4	0	56934	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3867	100	1036
0	0	0	3	11	14	""	""	18965	4495	200	45	46	10	21	43	43	43	11	25	13	2	0	58688	0.273	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3956	100	1037
0	0	0	3	12	14	""	""	19225	4495	200	42	42	7	16	42	42	43	10	23	5	1	0	52980	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3919	100	1038
0	0	0	3	13	14	""	""	19485	4495	200	41	41	7	17	40	40	40	7	17	16	4	0	52407	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1039
0	0	0	3	14	14	""	""	19745	4495	200	41	41	6	14	39	39	40	6	15	21	4	0	51587	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3908	100	1040
0	0	0	3	15	14	""	""	20005	4495	200	41	43	46	106	40	40	40	7	17	15	4	0	55241	0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	1041
0	0	0	3	16	14	""	""	20265	4495	200	41	41	6	14	41	41	41	7	17	11	2	0	52361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1042
0	0	0	3	17	14	""	""	20525	4495	200	41	41	6	14	40	40	41	7	17	13	2	0	52002	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1043
0	0	0	3	18	14	""	""	20785	4495	200	41	40	7	17	39	39	40	13	32	4	0	0	51430	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	1	2	1	1272	4520	100	1044
0	0	0	3	1	15	""	""	16365	4755	200	40	40	7	17	41	41	41	9	21	6	1	0	51256	-0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4520	100	1045
0	0	0	3	2	15	""	""	16625	4755	200	41	41	7	17	39	39	40	6	15	25	6	0	52700	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3928	100	1046
0	0	0	3	3	15	""	""	16885	4755	200	41	42	13	30	41	41	41	8	19	11	2	0	53024	0.125	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3865	100	1047
0	0	0	3	4	15	""	""	17145	4755	200	41	41	7	17	41	41	41	10	24	6	1	0	52343	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1048
0	0	0	3	5	15	""	""	17405	4755	200	41	42	10	23	42	42	43	10	23	6	1	0	53256	-0.100	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	1049
0	0	0	3	6	15	""	""	17665	4755	200	44	45	10	22	44	44	45	9	20	13	2	0	57472	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1050
0	0	0	3	7	15	""	""	17925	4755	200	46	65	57	87	47	47	48	15	31	15	12	0	82680	1.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	18	-1	18	1272	3908	100	1051
0	0	0	3	8	15	""	""	18185	4755	200	50	75	64	85	47	47	52	111	213	13	1	0	95645	0.207	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	28	3	28	1272	3881	100	1052
0	0	0	3	9	15	""	""	18445	4755	200	46	74	69	93	44	44	45	14	31	21	17	0	94351	2.071	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	30	2	30	1272	3863	100	1053
0	0	0	3	10	15	""	""	18705	4755	200	45	70	65	92	43	43	44	13	29	20	17	0	88972	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	27	2	27	1272	3908	100	1054
0	0	0	3	11	15	""	""	18965	4755	200	46	73	66	90	43	43	44	13	29	24	18	0	92836	2.231	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	30	3	30	1272	3908	100	1055
0	0	0	3	12	15	""	""	19225	4755	200	43	64	56	87	42	42	43	11	25	19	15	0	80979	1.909	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	22	1	22	1272	3908	100	1056
0	0	0	3	13	15	""	""	19485	4755	200	45	64	49	76	41	41	41	7	17	37	23	0	80973	3.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	23	4	23	1272	3908	100	1057
0	0	0	3	14	15	""	""	19745	4755	200	42	62	51	82	40	40	40	6	15	31	19	0	78404	3.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	22	2	22	1272	3908	100	1058
0	0	0	3	15	15	""	""	20005	4755	200	42	62	52	83	40	40	40	6	15	30	19	0	78812	3.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	22	2	22	1272	3908	100	1059
0	0	0	3	16	15	""	""	20265	4755	200	42	61	51	83	41	41	41	6	14	27	18	0	78131	3.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	20	1	20	1272	3913	100	1060
0	0	0	3	17	15	""	""	20525	4755	200	44	69	134	194	41	41	42	8	19	30	20	0	87524	3.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	28	3	28	1272	3905	100	1061
0	0	0	3	18	15	""	""	20785	4755	200	43	58	41	70	39	39	40	8	20	29	18	0	73805	2.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	19	4	19	1272	4520	100	1062
0	0	0	3	1	16	""	""	16365	5015	200	38	39	7	17	38	38	39	8	20	12	2	0	49244	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4798	100	1063
0	0	0	3	2	16	""	""	16660	5015	200	38	38	7	18	38	38	39	10	25	6	0	0	48936	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3836	100	1064
0	0	0	3	3	16	""	""	16885	5015	200	41	41	13	31	39	39	40	13	32	4	1	0	52552	0.077	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3604	100	1065
0	0	0	3	4	16	""	""	17145	5015	200	41	41	8	19	40	40	41	11	26	6	1	0	51619	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1066
0	0	0	3	5	16	""	""	17405	5015	200	42	44	16	36	42	42	44	20	45	3	1	0	55674	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3908	100	1067
0	0	0	3	6	16	""	""	17665	5015	200	44	45	9	20	43	43	45	14	31	8	2	0	57088	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1068
0	0	0	3	7	16	""	""	17925	5015	200	47	49	21	42	45	45	47	15	31	6	2	0	61972	0.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3908	100	1069
0	0	0	3	8	16	""	""	18185	5015	200	50	51	11	21	47	47	49	16	32	8	1	0	65076	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	4	3	4	1272	3908	100	1070
0	0	0	3	9	16	""	""	18445	5015	200	45	120	1102	918	45	45	46	14	30	8	4	0	153257	5.286	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	75	0	75	1272	3908	100	1071
0	0	0	3	10	16	""	""	18705	5015	200	44	45	13	28	43	43	44	12	27	7	1	0	56948	0.083	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1072
0	0	0	3	11	16	""	""	18965	5015	200	44	51	64	125	43	43	44	12	27	8	3	0	64517	0.583	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	8	1	8	1272	3908	100	1073
0	0	0	3	12	16	""	""	19225	5015	200	42	104	395	379	42	42	43	17	39	7	6	0	132822	3.588	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	62	0	62	1272	3908	100	1074
0	0	0	3	13	16	""	""	19485	5015	200	42	43	9	20	41	41	42	16	38	4	0	0	54601	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1075
0	0	0	3	14	16	""	""	19745	5015	200	43	47	28	59	42	42	42	8	19	15	4	0	59246	0.625	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	3908	100	1076
0	0	0	3	15	16	""	""	20005	5015	200	41	41	6	14	41	41	41	7	17	9	1	0	52056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4032	100	1077
0	0	0	3	16	16	""	""	20280	5015	200	43	44	8	18	41	41	41	6	14	27	9	0	55869	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3908	100	1078
0	0	0	3	17	16	""	""	20525	5015	200	42	42	6	14	41	41	42	11	26	4	0	0	53067	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3780	100	1079
0	0	0	3	18	16	""	""	20785	5015	200	39	40	11	27	41	41	41	11	26	2	1	0	51450	-0.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	1272	4520	100	1080
0	0	0	3	1	17	""	""	16365	5275	200	37	39	18	46	36	36	37	7	18	19	5	0	50010	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	4520	100	1081
0	0	0	3	2	17	""	""	16625	5275	200	39	40	12	30	37	37	38	15	39	3	2	0	50828	0.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3928	100	1082
0	0	0	3	3	17	""	""	16885	5275	200	39	41	18	43	38	38	39	16	41	3	2	0	51921	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3865	100	1083
0	0	0	3	4	17	""	""	17145	5275	200	39	40	7	17	39	39	41	21	51	1	0	0	50671	-0.048	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3838	100	1084
0	0	0	3	5	17	""	""	17405	5275	200	43	45	16	35	42	42	45	29	64	2	1	0	56652	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3848	100	1085
0	0	0	3	6	17	""	""	17665	5275	200	43	44	11	25	42	42	45	33	73	1	0	0	55670	-0.030	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1086
0	0	0	3	7	17	""	""	17925	5275	200	46	47	14	29	44	44	46	16	34	6	2	0	60328	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3908	100	1087
0	0	0	3	8	17	""	""	18185	5275	200	48	49	11	22	47	47	48	16	33	4	1	0	61852	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1088
0	0	0	3	9	17	""	""	18445	5275	200	47	48	12	25	45	45	46	12	26	13	1	0	61601	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3908	100	1089
0	0	0	3	10	17	""	""	18705	5275	200	43	44	19	43	43	43	43	10	23	7	1	0	55987	0.100	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1090
0	0	0	3	11	17	""	""	18965	5275	200	44	45	9	20	43	43	43	7	16	19	5	0	56882	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1091
0	0	0	3	12	17	""	""	19225	5275	200	43	44	8	18	42	42	43	9	20	15	2	0	55605	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1092
0	0	0	3	13	17	""	""	19485	5275	200	43	44	8	18	42	42	43	9	20	14	2	0	55442	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1093
0	0	0	3	14	17	""	""	19745	5275	200	43	44	10	22	42	42	43	10	23	9	1	0	55645	0.100	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1094
0	0	0	3	15	17	""	""	20005	5275	200	42	42	6	14	42	42	42	8	19	10	1	0	53599	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3873	100	1095
0	0	0	3	16	17	""	""	20265	5275	200	43	43	7	16	42	42	42	6	14	19	5	0	55283	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3893	100	1096
0	0	0	3	17	17	""	""	20525	5275	200	41	41	7	17	41	41	41	11	26	4	0	0	52147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3905	100	1097
0	0	0	3	18	17	""	""	20785	5275	200	41	42	16	38	40	40	40	10	25	6	1	0	53022	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	1098
0	0	0	3	1	18	""	""	16365	5535	200	36	37	13	35	36	36	37	7	18	12	3	0	47520	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	1099
0	0	0	3	2	18	""	""	16625	5535	200	37	82	312	380	37	37	40	20	50	6	4	0	104443	2.100	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	45	0	45	1272	3908	100	1100
0	0	0	3	3	18	""	""	16885	5535	200	37	38	11	28	37	37	39	17	43	2	1	0	48316	-0.059	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4150	100	1101
0	0	0	3	4	18	""	""	17175	5525	200	38	39	8	20	38	38	39	20	51	2	0	0	49607	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3851	100	1102
0	0	0	3	5	18	""	""	17405	5535	200	39	40	11	27	39	39	41	21	51	1	1	0	50696	-0.048	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3650	100	1103
0	0	0	3	6	18	""	""	17665	5535	200	41	42	19	45	41	41	42	31	73	1	0	0	53122	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1104
0	0	0	3	7	18	""	""	17925	5535	200	44	45	11	24	43	43	44	16	36	3	1	0	57035	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1105
0	0	0	3	8	18	""	""	18185	5535	200	44	44	7	15	44	44	45	15	33	2	0	0	56267	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1106
0	0	0	3	9	18	""	""	18445	5535	200	43	43	7	16	43	43	44	10	22	6	0	0	54775	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1107
0	0	0	3	10	18	""	""	18705	5535	200	42	75	290	386	42	42	42	7	16	18	6	0	95145	4.714	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	33	0	33	1272	3908	100	1108
0	0	0	3	11	18	""	""	18965	5535	200	42	42	7	16	41	41	41	7	17	13	2	0	52924	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1109
0	0	0	3	12	18	""	""	19225	5535	200	41	42	9	21	41	41	42	11	26	5	1	0	52989	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1110
0	0	0	3	13	18	""	""	19485	5535	200	42	43	9	20	42	42	42	12	28	7	1	0	54782	0.083	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1111
0	0	0	3	14	18	""	""	19745	5535	200	43	150	664	442	42	42	42	8	19	19	8	0	190227	13.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	108	1	108	1272	4072	100	1112
0	0	0	3	15	18	""	""	20025	5530	200	43	44	7	15	42	42	43	7	16	18	5	0	55606	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3891	100	1113
0	0	0	3	16	18	""	""	20265	5535	200	43	44	8	18	42	42	42	6	14	24	10	0	56330	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3736	100	1114
0	0	0	3	17	18	""	""	20525	5535	200	41	49	135	275	41	41	41	7	17	11	3	0	61692	1.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	8	0	8	1272	3908	100	1115
0	0	0	3	18	18	""	""	20785	5535	200	42	43	12	27	41	41	41	6	14	17	6	0	54073	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	1116
0	0	0	3	1	19	""	""	16365	5795	200	38	39	14	35	37	37	39	21	53	2	1	0	50178	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	1117
0	0	0	3	2	19	""	""	16625	5795	200	39	41	13	31	38	38	40	17	42	5	2	0	52055	0.059	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	1118
0	0	0	3	3	19	""	""	16885	5795	200	38	39	11	28	38	38	40	26	65	1	1	0	49598	-0.038	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1119
0	0	0	3	4	19	""	""	17145	5795	200	38	41	37	90	38	38	40	23	57	2	1	0	51620	0.043	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	3	0	3	1272	4005	100	1120
0	0	0	3	5	19	""	""	17405	5795	200	39	43	67	155	39	39	40	10	25	8	2	0	54291	0.300	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	1272	3900	100	1121
0	0	0	3	6	19	""	""	17665	5795	200	39	40	9	22	39	39	40	9	22	8	2	0	50960	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1122
0	0	0	3	7	19	""	""	17925	5795	200	42	42	8	19	41	41	41	9	21	10	1	0	53637	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1123
0	0	0	3	8	19	""	""	18185	5795	200	44	85	440	517	42	42	42	8	19	22	7	0	107846	5.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	43	2	43	1272	3908	100	1124
0	0	0	3	9	19	""	""	18445	5795	200	42	43	8	18	42	42	42	7	16	17	3	0	54383	0.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1125
0	0	0	3	10	19	""	""	18705	5795	200	43	43	8	18	42	42	42	7	16	20	4	0	55100	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1126
0	0	0	3	11	19	""	""	18965	5795	200	41	41	7	17	41	41	46	103	223	0	0	0	51942	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1127
0	0	0	3	12	19	""	""	19225	5795	200	41	42	19	45	40	40	41	21	51	1	1	0	53662	0.048	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1128
0	0	0	3	13	19	""	""	19485	5795	200	41	41	7	17	41	41	41	11	26	4	0	0	52301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1129
0	0	0	3	14	19	""	""	19745	5795	200	43	43	6	13	42	42	42	7	16	14	2	0	54221	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	1130
0	0	0	3	15	19	""	""	20005	5795	200	42	42	6	14	42	42	43	11	25	4	0	0	53652	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3957	100	1131
0	0	0	3	16	19	""	""	20265	5795	200	43	44	7	15	43	43	43	11	25	5	1	0	55553	0.091	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3905	100	1132
0	0	0	3	17	19	""	""	20525	5795	200	44	44	7	15	42	42	42	8	19	17	2	0	56165	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3908	100	1133
0	0	0	3	18	19	""	""	20785	5795	200	43	43	6	13	43	43	43	8	18	9	1	0	54922	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	1134
0	0	0	3	1	20	""	""	16365	6055	200	37	38	8	21	37	37	38	20	52	1	1	0	48064	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	1135
0	0	0	3	2	20	""	""	16625	6055	200	37	38	6	15	38	38	38	8	21	9	1	0	48245	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	1136
0	0	0	3	3	20	""	""	16885	6055	200	39	40	9	22	38	38	39	20	51	2	0	0	50340	0.050	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1137
0	0	0	3	4	20	""	""	17145	6055	200	41	44	19	43	38	38	41	25	60	4	2	0	55669	0.120	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	6	3	6	1272	3908	100	1138
0	0	0	3	5	20	""	""	17405	6055	200	39	39	7	17	39	39	41	17	41	1	0	0	49641	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1139
0	0	0	3	6	20	""	""	17665	6055	200	39	40	9	22	39	39	41	27	65	1	0	0	50327	-0.037	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1140
0	0	0	3	7	20	""	""	17925	6055	200	43	46	62	134	41	41	42	28	66	1	1	0	58895	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	5	2	5	1272	3908	100	1141
0	0	0	3	8	20	""	""	18185	6055	200	41	42	7	16	41	41	41	9	21	9	1	0	52806	0.111	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1142
0	0	0	3	9	20	""	""	18445	6055	200	43	44	9	20	42	42	42	9	21	14	3	0	55717	0.222	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1143
0	0	0	3	10	20	""	""	18705	6055	200	45	46	10	21	44	44	45	12	26	7	1	0	58277	0.083	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1144
0	0	0	3	11	20	""	""	18965	6055	200	45	65	131	201	43	43	50	112	224	3	2	0	82442	0.134	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	22	2	22	1272	3908	100	1145
0	0	0	3	12	20	""	""	19225	6055	200	42	42	9	21	42	42	69	364	527	0	0	0	53529	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	1146
0	0	0	3	13	20	""	""	19485	6055	200	42	43	10	23	41	41	62	347	559	0	0	0	54690	-0.055	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	1147
0	0	0	3	14	20	""	""	19745	6055	200	42	43	8	18	42	42	42	9	21	13	2	0	54905	0.111	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1148
0	0	0	3	15	20	""	""	20005	6055	200	45	46	9	19	42	42	43	12	27	16	3	0	58577	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	4	3	4	1272	3908	100	1149
0	0	0	3	16	20	""	""	20265	6055	200	45	51	82	160	42	42	43	11	25	17	4	0	65500	0.727	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	9	3	9	1272	3908	100	1150
0	0	0	3	17	20	""	""	20525	6055	200	42	43	10	23	42	42	42	8	19	13	2	0	54611	0.125	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	1151
